0	0.6092	0.6372	0.5802	0.4945	0.6102	0.8265	0.7618	0.6611	0.6214	0.5849	0.5152	0.4767	0.4856	0.5415
0.6239	0	0.8211	0.8746	0.5823	0.538	0.658	0.6382	0.5416	0.8748	0.4703	0.4307	0.5419	0.4039	0.4512
0.64	0.771	0	0.7642	0.5724	0.5404	0.6102	0.6531	0.5879	0.6956	0.5143	0.4296	0.5256	0.4152	0.4718
0.6294	0.8563	0.9739	0	0.5758	0.5465	0.6587	0.6482	0.57	0.9258	0.4818	0.4284	0.5433	0.4086	0.4625
0.3441	0.443	0.4312	0.4399	0	0.2871	0.3631	0.3544	0.3203	0.4565	0.2182	0.3973	0.5175	0.2891	0.4096
0.6448	0.5524	0.5524	0.5665	0.4402	0	0.6801	0.7065	0.7875	0.5743	0.4959	0.5646	0.5242	0.5519	0.598
0.8572	0.6456	0.6582	0.6925	0.4997	0.6051	0	0.8189	0.6463	0.6403	0.5717	0.5094	0.4522	0.4902	0.5411
0.753	0.6075	0.6391	0.628	0.4845	0.635	0.8499	0	0.6509	0.6422	0.548	0.5024	0.4651	0.4959	0.5346
0.6677	0.546	0.5805	0.5221	0.4658	0.6948	0.6473	0.6709	0	0.5648	0.5192	0.582	0.5346	0.57	0.6253
0.6154	0.8677	0.7968	0.9222	0.5757	0.5397	0.6514	0.625	0.5417	0	0.4752	0.4339	0.5322	0.4146	0.4582
0.2111	0.1303	0.1971	0.1448	0.0281	0.1688	0.2607	0.1976	0.1918	0.147	0	0.0803	0.0477	0.027	0.1007
0.3863	0.2887	0.3047	0.2932	0.4059	0.4182	0.3896	0.3861	0.4472	0.3038	0.2628	0	0.488	0.4171	0.6635
0.3152	0.3775	0.3479	0.3817	0.4943	0.3551	0.3023	0.3187	0.3793	0.3883	0.2038	0.4631	0	0.3611	0.4927
0.2094	0.1369	0.1517	0.1419	0.1603	0.2617	0.2289	0.2207	0.3069	0.1483	0.0999	0.2987	0.2384	0	0.3076
0.3878	0.2835	0.3172	0.3074	0.406	0.4197	0.3872	0.3997	0.4201	0.3038	0.2488	0.6316	0.5053	0.4326	0
