0	0.8191	0.3686	0.2396	0.0625	0.0583	0.1449	0.0896	0.0781	0.0609	0.0606	0.0413	0.0801	0.0537	0.0475	0.0443	0.0568	0.0503
0.628	0	0.2298	0.653	0.0088	0.0365	0.0579	0.0702	0.0312	0.0859	0.0104	0.0122	0.0348	0.0632	0.0065	0.059	0.007	0.072
0.3397	0.2721	0	1	0.0531	0.0622	0.127	0.0913	0.0804	0.0719	0.0628	0.0614	0.0809	0.0628	0.047	0.0591	0.059	0.0659
0.062	0.1141	0.8886	0	0.0096	0.0513	0.0717	0.0808	0.038	0.0726	0.012	0.0153	0.0404	0.066	0.006	0.0685	0.0074	0.0412
0.0733	0.0409	0.073	0.0478	0	0.9083	0.0576	0.0485	0.0515	0.0457	0.0412	0.0448	0.1026	0.0836	0.0499	0.0482	0.0517	0.059
0.0202	0.0556	0.0187	0.0576	0.8454	0	0.0194	0.0681	0.0218	0.0894	0.0154	0.0107	0.1239	0.1218	0.0119	0.1242	0.0132	0.0522
0.1254	0.0952	0.18	0.1246	0.0422	0.0618	0	0.9052	0.1071	0.1422	0.0897	0.0755	0.0459	0.081	0.0594	0.078	0.082	0.083
0.0147	0.0337	0.0743	0.0511	0.0115	0.0682	0.773	0	0.0939	0.1847	0.0163	0.0147	0.0429	0.0893	0.0141	0.0933	0.0128	0.1271
0.0789	0.0822	0.0052	0.0788	0.0507	0.0619	0.1087	0.1494	0	0.353	0.0739	0.0716	0.0656	0.0851	0.0841	0.0732	0.1104	0.0943
0.0142	0.0727	0.0312	0.0439	0.0099	0.0537	0.087	0.0707	0.2236	0	0.0153	0.0128	0.0611	0.0893	0.0155	0.1044	0.0203	0.0346
0.0153	0.052	0.0355	0.0457	0	0.0566	0.09	0.0685	0.0464	0.0562	0	0.8083	0.04	0.04	0.0423	0.0437	0.0496	0.0463
0.0182	0.0605	0.0225	0.0889	0.0178	0.0474	0.0506	0.1445	0.0271	0.1102	0.3768	0	0.0298	0.0487	0.0098	0.0601	0.0089	0.0513
0.074	0.0433	0.0744	0.0438	0.0804	0.111	0.055	0.0554	0.066	0.0594	0.0409	0.0391	0	0.8099	0.0745	0.0631	0.1036	0.0907
0.034	0.0348	0.0167	0.0602	0.1123	0.113	0.0303	0.0894	0.0432	0.1217	0.0089	0.0089	0.5127	0	0.0183	0.208	0.0232	0.0658
0.0455	0.058	0.0471	0.055	0.0359	0.088	0.0678	0.0714	0.0897	0.0671	0.0398	0.0494	0.0563	0.0886	0	0.9362	0.0754	0.0878
0.0417	0.0137	0.0185	0.0243	0.0151	0.0478	0.0266	0.0486	0.0307	0.0848	0.0087	0.0066	0.1071	0.1243	0.3363	0	0.0165	0.0279
0.053	0.0632	0.0613	0.0632	0.0609	0.0761	0.0846	0.0681	0.0326	0.0856	0.0487	0.0695	0.1234	0.1082	0.0971	0.0859	0	0.6028
0.0333	0.0614	0.0317	0.0863	0.0658	0.0681	0.0525	0.1235	0.0566	0.1595	0.0094	0.0126	0.1311	0.2002	0.0158	0.1668	0.2751	0
