0	0.9638	0.8499	0.8248	0.5851	0.0865	0.6499	0.6411	0.4816	0.5195	0.3515	0.3658	0.4799	0.1899	0.2271	0.2368	0.3158	0.3101
0.9256	0	0.8212	0.9039	0.3208	0.0863	0.6332	0.6372	0.5135	0.5222	0.3566	0.36	0.2057	0.2137	0.2307	0.2419	0.3266	0.3447
0.8443	0.8296	0	0.9982	0.5819	0.0953	0.6717	0.6662	0.5385	0.5462	0.3732	0.3904	0.482	0.2326	0.2374	0.2625	0.3371	0.3652
0.7894	0.7997	0.9761	0	0.3204	0.1119	0.6614	0.665	0.5339	0.5466	0.3814	0.3842	0.2297	0.2371	0.254	0.2671	0.3483	0.3621
0.5882	0.3272	0.5819	0.3264	0	0.9796	0.4381	0.3236	0.355	0.3279	0.1522	0.0673	0.7112	0.6976	0.2913	0.4879	0.5425	0.5562
0.0789	0.0902	0.1055	0.1114	0.9625	0	0.2401	0.258	0.348	0.3884	0.0153	0.0164	0.7005	0.7032	0.4911	0.5156	0.5371	0.5527
0.6461	0.6402	0.6823	0.6719	0.4344	0.2423	0	0.9803	0.6685	0.6952	0.5315	0.5489	0.3303	0.375	0.3948	0.4087	0.476	0.4988
0.6262	0.6299	0.6613	0.6545	0.3165	0.2572	0.9542	0	0.6885	0.7118	0.5343	0.5378	0.3711	0.3845	0.3963	0.4182	0.491	0.5199
0.4899	0.5233	0.5237	0.5438	0.3535	0.3544	0.6687	0.7004	0	0.8438	0.4393	0.4281	0.4812	0.482	0.5345	0.4702	0.6206	0.613
0.5099	0.5202	0.5363	0.5409	0.321	0.3803	0.684	0.6874	0.8179	0	0.4481	0.4494	0.5008	0.5107	0.4708	0.4913	0.6193	0.6267
0.3427	0.365	0.3499	0.3881	0.1453	0.0113	0.5314	0.5445	0.4363	0.4564	0	0.9577	0.1407	0.1469	0.0947	0.1827	0.2413	0.2703
0.3611	0.3694	0.3851	0.3983	0.0621	0.024	0.543	0.5635	0.4201	0.4687	0.869	0	0.1396	0.1465	0.173	0.1843	0.2605	0.2761
0.4683	0.2076	0.4767	0.2284	0.7065	0.6976	0.3318	0.3756	0.4812	0.5006	0.1409	0.1415	0	0.961	0.4333	0.6222	0.6766	0.6782
0.2058	0.2079	0.2065	0.2397	0.7033	0.7014	0.3658	0.3855	0.4724	0.5171	0.1406	0.1387	0.8959	0	0.6157	0.655	0.6599	0.6766
0.2286	0.2411	0.2374	0.2637	0.2886	0.5062	0.3967	0.4097	0.5355	0.4812	0.1573	0.18	0.4296	0.63	0	0.9861	0.5534	0.5828
0.2363	0.2327	0.2565	0.258	0.4894	0.5004	0.3968	0.4068	0.4617	0.489	0.1738	0.1733	0.631	0.6381	0.8644	0	0.5788	0.5733
0.2947	0.338	0.3354	0.362	0.5431	0.5389	0.4766	0.5022	0.6051	0.6312	0.2265	0.2731	0.6806	0.6777	0.5577	0.5928	0	0.9171
0.317	0.343	0.3585	0.373	0.5577	0.5543	0.4975	0.5196	0.6048	0.6514	0.2683	0.2684	0.6869	0.7026	0.5688	0.6011	0.8503	0
