0	1	0.9702	0.9711	0.7157	0.0935	0.7762	0.779	0.5825	0.6342	0.4242	0.4469	0.5798	0.224	0.272	0.2849	0.3806	0.3751
1	0	0.969	0.9666	0.3988	0.0987	0.777	0.779	0.6341	0.6313	0.4431	0.447	0.2484	0.2513	0.2867	0.2876	0.4065	0.4129
0.9704	0.969	0	0.9977	0.7141	0.1036	0.8079	0.8099	0.653	0.6648	0.4508	0.4726	0.5823	0.2751	0.285	0.3134	0.4066	0.44
0.9712	0.9711	0.998	0	0.3981	0.1271	0.8088	0.8111	0.6579	0.6651	0.4737	0.4764	0.277	0.2799	0.316	0.3168	0.4335	0.4423
0.7169	0.3988	0.7091	0.3961	0	0.9974	0.5332	0.3924	0.4309	0.3985	0.1799	0.0729	0.8634	0.8511	0.3517	0.5978	0.6652	0.6805
0.0936	0.0988	0.1272	0.1248	0.9918	0	0.2953	0.3055	0.4295	0.4631	0.0153	0.0178	0.8447	0.8486	0.6109	0.6134	0.6681	0.6778
0.7763	0.7765	0.8079	0.8087	0.5325	0.2874	0	0.9991	0.8089	0.8334	0.6419	0.6673	0.4014	0.4485	0.4787	0.4914	0.5745	0.6028
0.7791	0.7789	0.8081	0.8054	0.3927	0.3045	0.9995	0	0.8372	0.8436	0.6638	0.6686	0.4532	0.4583	0.4919	0.4994	0.6106	0.6181
0.5927	0.6336	0.6533	0.66	0.4292	0.4275	0.8087	0.8381	0	0.9665	0.5306	0.5172	0.5851	0.5812	0.6471	0.5694	0.7481	0.7427
0.6338	0.6321	0.6626	0.6651	0.3988	0.462	0.8333	0.8416	0.9665	0	0.5563	0.5586	0.6107	0.616	0.5846	0.588	0.7691	0.7747
0.4245	0.4432	0.4285	0.4737	0.1816	0	0.6417	0.6635	0.5338	0.5564	0	0.995	0.1659	0.1736	0.1078	0.2175	0.2892	0.3263
0.4468	0.4466	0.4757	0.4756	0.0732	0.0182	0.6661	0.6682	0.5183	0.5583	0.992	0	0.1671	0.1709	0.2138	0.2153	0.3234	0.3323
0.5669	0.2487	0.5773	0.2745	0.863	0.8443	0.401	0.4557	0.585	0.6109	0.1659	0.1671	0	0.9988	0.523	0.762	0.8199	0.8251
0.2487	0.2512	0.2539	0.2846	0.8511	0.8485	0.4497	0.4595	0.5797	0.6159	0.1735	0.1712	0.9917	0	0.7651	0.7668	0.8191	0.8293
0.2744	0.2869	0.285	0.3159	0.3518	0.6108	0.4789	0.4943	0.647	0.5847	0.1867	0.2127	0.5229	0.7654	0	0.9986	0.6729	0.7066
0.285	0.2875	0.316	0.3164	0.608	0.6135	0.4893	0.4963	0.5694	0.59	0.2151	0.215	0.762	0.7666	0.9964	0	0.7194	0.7096
0.3551	0.4067	0.4039	0.4367	0.6636	0.6546	0.5746	0.6107	0.7482	0.7676	0.271	0.324	0.8199	0.8201	0.6729	0.7195	0	0.9957
0.3879	0.4134	0.4402	0.4447	0.6807	0.6758	0.6087	0.6186	0.7419	0.7744	0.333	0.3324	0.8258	0.8282	0.7071	0.7097	0.9941	0
