0	0.9096	0.6694	0.6053	0.3891	0.0759	0.4606	0.4343	0.3303	0.3475	0.2424	0.2441	0.3299	0.1388	0.1598	0.1646	0.2187	0.2127
0.814	0	0.5994	0.8098	0.2038	0.0676	0.4174	0.4246	0.3326	0.3586	0.2268	0.2296	0.1416	0.1572	0.1466	0.1733	0.2068	0.2424
0.655	0.6205	0	0.9988	0.3836	0.0829	0.4674	0.4506	0.3667	0.3683	0.2568	0.267	0.3316	0.169	0.166	0.1862	0.2328	0.253
0.5166	0.5426	0.9433	0	0.2038	0.0892	0.4402	0.446	0.348	0.3688	0.2428	0.2458	0.1587	0.173	0.161	0.1927	0.2204	0.2418
0.3951	0.2198	0.391	0.222	0	0.9528	0.2954	0.2204	0.2412	0.2221	0.1106	0.0588	0.483	0.4674	0.2008	0.323	0.3584	0.3698
0.0569	0.0772	0.073	0.0912	0.9186	0	0.1574	0.1868	0.2256	0.2762	0.0154	0.0142	0.4843	0.4852	0.3114	0.3688	0.3406	0.365
0.4508	0.4358	0.494	0.4666	0.2874	0.1746	0	0.9522	0.458	0.4878	0.3658	0.3714	0.2236	0.2648	0.269	0.2847	0.3282	0.3429
0.3969	0.4063	0.4412	0.4282	0.2021	0.1863	0.8862	0	0.4656	0.5142	0.34	0.3416	0.248	0.2738	0.253	0.2964	0.3117	0.3726
0.3358	0.3579	0.3292	0.3694	0.24	0.2447	0.4587	0.4938	0	0.6598	0.3022	0.2944	0.3253	0.3332	0.3656	0.3213	0.4292	0.4185
0.324	0.3524	0.3469	0.3545	0.2044	0.2579	0.4602	0.4562	0.595	0	0.2858	0.2857	0.3359	0.3526	0.3	0.3462	0.3947	0.4046
0.2199	0.2476	0.232	0.2597	0.0908	0.0283	0.3658	0.366	0.2901	0.3063	0	0.9016	0.103	0.1068	0.075	0.1306	0.1694	0.1863
0.2325	0.2536	0.2491	0.2822	0.0455	0.0328	0.3584	0.4064	0.2727	0.3342	0.6844	0	0.0984	0.1098	0.1118	0.1377	0.1662	0.1918
0.3204	0.146	0.3259	0.1592	0.4717	0.4776	0.228	0.2556	0.3255	0.3352	0.1034	0.1031	0	0.9044	0.2988	0.4126	0.4618	0.4579
0.1414	0.143	0.1353	0.1724	0.4817	0.4808	0.24	0.2745	0.3114	0.3688	0.0912	0.09	0.7522	0	0.3917	0.4874	0.4212	0.4476
0.1599	0.1724	0.166	0.1854	0.1938	0.3494	0.2734	0.2828	0.3684	0.3259	0.1132	0.131	0.2896	0.427	0	0.9674	0.3742	0.3972
0.1634	0.1506	0.1672	0.1704	0.3116	0.3306	0.258	0.2725	0.3	0.3374	0.1119	0.1108	0.4346	0.4454	0.6664	0	0.368	0.3688
0.204	0.235	0.2326	0.25	0.3622	0.3653	0.3296	0.3394	0.3904	0.4266	0.1599	0.1968	0.4716	0.4642	0.385	0.4027	0	0.7992
0.2106	0.2374	0.236	0.2655	0.3732	0.372	0.3306	0.371	0.3992	0.467	0.1712	0.1725	0.4784	0.5142	0.3614	0.4382	0.6346	0
