0	0.9548	0.8198	0.7882	0.5524	0.0847	0.6184	0.6066	0.4564	0.4909	0.3333	0.3455	0.4549	0.1814	0.2159	0.2248	0.2996	0.2939
0.907	0	0.7842	0.8882	0.3013	0.0832	0.5972	0.6018	0.4834	0.495	0.3349	0.3383	0.195	0.2043	0.2166	0.2304	0.3066	0.3277
0.8127	0.7948	0	0.9983	0.5488	0.0932	0.6377	0.6302	0.5098	0.5166	0.3538	0.3698	0.457	0.222	0.2255	0.2498	0.3197	0.3465
0.7439	0.7568	0.9706	0	0.301	0.1082	0.6245	0.6285	0.5029	0.517	0.3583	0.3611	0.2178	0.2264	0.2385	0.2547	0.327	0.342
0.556	0.3093	0.5501	0.309	0	0.9751	0.4143	0.3064	0.336	0.3103	0.1452	0.0659	0.6732	0.6592	0.2762	0.4604	0.5118	0.5251
0.0752	0.088	0.1001	0.108	0.9552	0	0.2263	0.2462	0.3276	0.3697	0.0153	0.016	0.6645	0.6669	0.4612	0.4911	0.5044	0.5214
0.6136	0.6062	0.6509	0.6377	0.4099	0.231	0	0.9756	0.6334	0.6606	0.5038	0.5194	0.3125	0.3566	0.3739	0.388	0.4514	0.4728
0.588	0.5926	0.6246	0.6168	0.2974	0.2454	0.9429	0	0.6514	0.6789	0.5019	0.5051	0.3506	0.366	0.3724	0.3979	0.4612	0.4954
0.4642	0.4958	0.4913	0.5147	0.3346	0.3361	0.6337	0.6659	0	0.8131	0.4164	0.4058	0.4552	0.4572	0.5064	0.4454	0.5887	0.5806
0.4789	0.4922	0.5048	0.5098	0.3016	0.3599	0.6467	0.6489	0.7808	0	0.421	0.4222	0.4733	0.4843	0.4423	0.4671	0.5819	0.5897
0.3222	0.3454	0.3302	0.3667	0.1362	0.0142	0.5038	0.5148	0.412	0.4314	0	0.9483	0.1344	0.1402	0.0914	0.174	0.2293	0.2563
0.3396	0.3501	0.3624	0.3789	0.0594	0.0255	0.5122	0.5373	0.3955	0.4463	0.8382	0	0.1328	0.1404	0.1628	0.1765	0.2448	0.262
0.4437	0.1974	0.4516	0.2168	0.6674	0.661	0.3145	0.3556	0.4552	0.473	0.1346	0.1351	0	0.9516	0.4109	0.5873	0.6408	0.6415
0.195	0.1971	0.1946	0.2285	0.6664	0.6646	0.3448	0.367	0.4456	0.4924	0.1324	0.1306	0.872	0	0.5784	0.6271	0.6201	0.6384
0.2172	0.2297	0.2255	0.2507	0.2728	0.4801	0.3761	0.3886	0.5077	0.4553	0.15	0.1719	0.4062	0.5962	0	0.983	0.5235	0.5519
0.2242	0.219	0.2416	0.2434	0.4598	0.4721	0.3736	0.3844	0.4347	0.4637	0.1635	0.1629	0.5983	0.606	0.8314	0	0.5437	0.5392
0.2796	0.3208	0.3182	0.3433	0.5129	0.51	0.4521	0.475	0.5693	0.5971	0.2154	0.2604	0.6458	0.6421	0.529	0.5611	0	0.8975
0.2992	0.3254	0.3381	0.3551	0.527	0.5239	0.4696	0.4948	0.5706	0.6207	0.2521	0.2524	0.6521	0.6712	0.5343	0.574	0.8144	0
