4.130000219310004383e-01,4.510840943755311527e-01,3.952726334569999778e-01,2.559312697538601578e-01,4.289388256346720052e-01,6.544161090648257240e-01,5.924819394791356331e-01,4.799797120404909467e-01,4.290942902415719740e-01,3.769721496055670196e-01,2.804751646291449019e-01,2.255391316152386971e-01,2.384318325348334655e-01,3.218622898446311109e-01,4.256874845428425536e-01
6.466288182183169697e-01,6.987792084433408490e-01,3.837627959559570257e-01,3.235391538202971873e-01,4.640296507688945193e-01,4.412935947668410464e-01,3.164141674008701388e-01,7.004078780288253148e-01,2.163628315331065088e-01,1.602794799139800053e-01,3.159333459592201243e-01,1.221353040001177948e-01,1.893134981500571024e-01,4.535086584620808270e-01,6.031194985384515928e-01
6.037364212714804168e-01,3.678973795184512507e-01,3.253653211437618209e-01,4.303588211009333753e-01,4.645918023570240751e-01,3.776843518393976917e-01,5.409141696098936913e-01,2.793138665677625809e-01,1.630807559051035416e-01,2.930186703144332383e-01,1.425058631525601138e-01,2.189734461119474118e-01,4.379875894231120559e-01,6.829097739703360315e-01,7.857684817550201206e-01
3.776707207830766744e-01,3.370112903448548858e-01,4.722052657881213866e-01,4.573253948340081920e-01,3.579279985686684706e-01,7.464248366013072067e-01,2.327774353874073054e-01,1.571122247043771902e-01,3.178364477803420907e-01,1.293265558812692895e-01,2.053830011921373433e-01,2.528721235865701855e-01,3.904489278456416690e-01,3.731895183945911909e-01,3.858683196219558909e-01
1.740951598291076152e-01,2.768591141975367820e-01,2.640235651530709049e-01,2.150675518578412104e-01,4.052193707636652098e-01,6.612155772083869176e-02,3.264484661023945300e-01,4.902933493828302014e-01,1.690094002638286297e-01,3.489687887739727490e-01,4.592236158526223355e-01,3.362630141889548230e-01,3.355011151440410733e-01,3.547207453229252461e-01,1.794929043687531478e-01
4.998071793074376212e-01,5.297636887118357674e-01,6.179453331291188123e-01,3.608840429148365003e-01,2.557541352879792451e-01,3.524565019255648801e-01,2.956081467053247036e-01,3.339917944670751648e-01,3.988939317543973573e-01,6.813204092253478672e-01,4.532876963549067884e-01,4.720731949247768400e-01,5.015918075515588548e-01,2.679745595240330958e-01,4.345634068716984211e-01
6.321692018260558488e-01,4.617029294698038466e-01,4.547140495362905765e-01,3.567800243668903803e-01,2.750764765176250126e-01,1.951441817843060922e-01,2.467658181902162573e-01,3.139714067436618627e-01,5.849182577493197144e-01,4.147330142883753901e-01,4.524007912224393690e-01,4.398532030769132239e-01,2.493627448282083048e-01,4.667504175300604685e-01,6.590034003386633366e-01
4.694997920362111721e-01,4.505828780402613143e-01,3.312075527638592698e-01,2.692520187855130809e-01,2.151291537613513327e-01,2.547569191322336390e-01,3.146226628601745956e-01,4.866392164673944976e-01,3.226635041764354117e-01,3.712337577883785822e-01,3.164094915916949580e-01,2.136436161544740253e-01,5.374127539216840832e-01,4.624973460796829028e-01,4.874623233465144034e-01
3.445019708647568679e-01,2.844597669452357258e-01,3.743922919559712903e-01,3.109299256976543746e-01,3.565565199121700779e-01,4.288800189337927948e-01,4.238769342538827312e-01,6.942856691018559623e-01,6.287871128623253592e-01,7.432811812055998280e-01,3.808307380363902261e-01,3.306699864677475342e-01,4.643003822033442418e-01,4.357231045838199646e-01,3.232548580055583098e-01
2.259521495508481637e-01,1.662112837495733353e-01,3.081168690158296863e-01,1.375990177408563109e-01,2.002980845192561532e-01,3.021671031071847535e-01,1.913630289980403354e-01,2.736676330377485478e-01,2.049073505031151210e-01,4.421693133270258869e-02,2.420276804907013080e-01,3.568053054665850654e-01,2.970450807351785460e-01,2.710372752737322810e-01,2.103418540277351978e-01
1.037963947014147043e-01,5.746208383323713614e-02,2.552052287581701995e-02,1.331632491611978164e-01,2.843896337229916416e-01,1.478051375355145525e-01,1.704347137545832447e-01,1.543042375225736618e-01,3.222790050388840699e-01,3.409528739161908906e-01,2.888740998120452597e-01,2.840147638835522348e-01,3.731718823519335482e-01,1.696682315348980175e-01,1.110304149435053095e-01
4.260333205731100525e-01,3.277176584119885216e-01,6.185268032466264554e-01,2.205780725759372563e-01,3.052106808189743448e-01,2.664159061930823080e-01,3.113553479930389334e-01,4.777512440297084773e-01,2.827387490374316803e-01,1.999513932031871388e-01,2.230207877482793810e-01,3.110970077840836123e-01,3.182180571178678252e-01,5.793144186991577849e-02,4.237426402529754776e-01
2.803988682050166936e-01,4.660754518323166895e-01,2.301546734574772268e-01,1.224183462774875858e-01,1.433840596246087618e-01,1.293350584290203775e-01,1.613287829499096826e-01,3.133294910944185441e-01,2.514972153886381734e-01,2.468215848439420934e-01,3.596573216730704625e-01,1.378902304922968447e-01,6.919415164795558737e-02,3.551006307025703634e-01,2.702959328442711695e-01
3.665082205270701055e-01,3.230302844604503454e-01,1.726694110861332065e-01,2.198172718559704142e-01,2.051285791635205080e-01,3.531167310482672406e-01,3.787252378271525610e-01,3.154664161605005290e-01,3.325742968471026018e-01,3.857879308929884066e-01,2.007294750548808682e-01,1.222483949989350976e-01,6.101009028919094357e-01,4.770154666489295203e-01,3.785463962774356372e-01
