4.471969948311597665e-01	4.892396870630837946e-01	4.036680153770298429e-01	2.751148528085651801e-01	4.485804700835730463e-01	7.730574602528987871e-01	6.760863456854254716e-01	5.249976726273996031e-01	4.654499487369933020e-01	4.107395711568122554e-01	3.061129467682531802e-01	2.483581730940666032e-01	2.617357348504223968e-01	3.456212599996614787e-01
4.691297899605043065e-01	7.649470555598616439e-01	8.453081355913365513e-01	4.068912189428357529e-01	3.403160138857875827e-01	5.203808295227841940e-01	4.905909131505645782e-01	3.458304808746743841e-01	8.455445646322210518e-01	2.387366886548573652e-01	1.793654635803366149e-01	3.461379621850692034e-01	1.391994978053077148e-01	2.101422533677547999e-01
4.933582230068003782e-01	6.898072661419800689e-01	6.796915823286335812e-01	3.919328971127161165e-01	3.439958093199977918e-01	4.486357847156736134e-01	5.129454382419162961e-01	4.151899154945227766e-01	5.767404915979141844e-01	3.048480622090132819e-01	1.777518165093298630e-01	3.216998997873855015e-01	1.561093651112052672e-01	2.410017139681393528e-01
4.773919220940124331e-01	8.178113543175256073e-01	9.941737105131900343e-01	3.970035064080904008e-01	3.531699575951491865e-01	5.213396017463166610e-01	5.056519461758826051e-01	3.882841932019330256e-01	9.219912448689292495e-01	2.560389527690104527e-01	1.759458944699889005e-01	3.483941134002654927e-01	1.462086180138499336e-01	2.270846864796250142e-01
2.694774482129477233e-01	4.179336857515963954e-01	4.000741398473616761e-01	4.132433138535752670e-01	1.840318423138197490e-01	2.979894581775749396e-01	2.848823509517988684e-01	2.337516864359492907e-01	4.381072574179634138e-01	8.066769680998808756e-02	3.492585269169585782e-01	5.295693868499620205e-01	1.870567154638231311e-01	3.677556070318378501e-01
5.005314692135116594e-01	3.619359587172441550e-01	3.619405047229923844e-01	3.831102219991592839e-01	1.936543479135652834e-01	5.535515895877178849e-01	5.931254876005473964e-01	7.146719628438296112e-01	3.947740576607938756e-01	2.772027464068478331e-01	3.802947843930153393e-01	3.196560661692872118e-01	3.611909767527894388e-01	4.304142865700065768e-01
8.191585242365744257e-01	5.017929106472145406e-01	5.206187984479005992e-01	5.721010747924455409e-01	2.829248760217956682e-01	4.410780761379649029e-01	7.283056736034311252e-01	5.027983829933428961e-01	4.937610563063242752e-01	3.908852899547261561e-01	2.974012488447488334e-01	2.115812971435203915e-01	2.686465940788164142e-01	3.449609995496061843e-01
6.628391864286606872e-01	4.445660495907168275e-01	4.919795103369807854e-01	4.754129561415478822e-01	2.600997518007258091e-01	4.858394422679138680e-01	7.748460154148953949e-01	5.097005053053196288e-01	4.965763573432327438e-01	3.553091186296938875e-01	2.869559304900869412e-01	2.310241506095300767e-01	2.772410150957412278e-01	3.352545562152006720e-01
5.349325060897733852e-01	3.523829744650706086e-01	4.040389653113592994e-01	3.164419268956976117e-01	2.319902868299285603e-01	5.756324942111209486e-01	5.042637360021895443e-01	5.396999777336457527e-01	3.805121826448457090e-01	3.122000223736585145e-01	4.063056102290495408e-01	3.352857061339193923e-01	3.883738543661325315e-01	4.713349264498576940e-01
4.564459835684449018e-01	8.348512451117187094e-01	7.285738207706279335e-01	9.166143025928055188e-01	3.969433140468121013e-01	3.429484365551737080e-01	5.104240573797697023e-01	4.708490297927481749e-01	3.458900572090600201e-01	2.460765165831140799e-01	1.842531820409642473e-01	3.316620138312457167e-01	1.552674819557963160e-01	2.205679953326862563e-01
3.166313233328907906e-01	1.954437956985901059e-01	2.956551790459295281e-01	2.171603316167561304e-01	4.214052610394442011e-02	2.531643032645869429e-01	3.910255615703912557e-01	2.963317882880906473e-01	2.876774771888380711e-01	2.205021978176839315e-01	1.203988208065219362e-01	7.150939216343736582e-02	4.048813546771733857e-02	1.510741437945183341e-01
3.127981170960802970e-01	1.663347001514525469e-01	1.903984741984277862e-01	1.732433944557284500e-01	3.422081257777110364e-01	3.607285155779169639e-01	3.176874258281370822e-01	3.124512821345014624e-01	4.041657516646701698e-01	1.890532855762618869e-01	1.275247404602519452e-01	4.653226627280400707e-01	3.590075570282356132e-01	7.286198925243398961e-01
2.394039495958385777e-01	3.329549276537365765e-01	2.885094145362276929e-01	3.392729834198573435e-01	5.080765527805842785e-01	2.992661462067053857e-01	2.200443991856429748e-01	2.446530510755055843e-01	3.356171961481410060e-01	3.491282969644441958e-01	7.234144549284404757e-02	4.613655702611778042e-01	3.083535191739594783e-01	5.057886433271043813e-01
2.473766228465603956e-01	1.386685307731368166e-01	1.609322589652012470e-01	1.462340365218016414e-01	1.737385693126012043e-01	3.258398228834709087e-01	2.767426042711830791e-01	2.644276120597147117e-01	3.937611617586421753e-01	1.557167353915829000e-01	8.316163185136646319e-02	3.813832150324711900e-01	2.909164221811845197e-01	3.948259469226780283e-01
3.484005473413300247e-01	1.919498807780545824e-01	2.425234135554819315e-01	2.277724264140910670e-01	3.755846713194483932e-01	3.961839631423019759e-01	3.474999517911841473e-01	3.662571385973447669e-01	3.968727604179452806e-01	2.223113231187002214e-01	1.397919852155403431e-01	7.140833391308665234e-01	5.246853366144772490e-01	4.156266850904389298e-01
