0	0.9995	0.8131	0.8897	0.8766	0.8459	0.8332	0.0364	0.8516
0.9166	0	0.8184	0.8947	0.8781	0.8495	0.8367	0.0409	0.8499
0.8161	0.8191	0	0.8397	0.8595	0.8006	0.905	0.0807	0.8763
0.884	0.8895	0.8396	0	0.9142	0.8695	0.859	0.0639	0.8816
0.8747	0.8737	0.8539	0.8963	0	0.8577	0.8755	0.0749	0.8837
0.8533	0.8608	0.8064	0.8896	0.8727	0	0.8226	0.029	0.8399
0.8288	0.8363	0.9036	0.8591	0.8806	0.8164	0	0.1097	0.8943
0.0294	0.0341	0.0689	0.0567	0.0721	0.0207	0.0968	0	0.0759
0.85	0.8571	0.8785	0.8811	0.903	0.8339	0.915	0.0974	0
