0	1	0.8874	0.9168	0.8762	0.8531	0.8764	0.8319	0.847
0.9922	0	0.8847	0.9156	0.885	0.8568	0.877	0.8333	0.8506
0.5134	0.5124	0	0.4878	0.4743	0.4424	0.5383	0.4647	0.5015
0.9115	0.93	0.8607	0	0.9103	0.8863	0.8465	0.8591	0.8764
0.8776	0.8647	0.851	0.9108	0	0.8691	0.8731	0.8853	0.9042
0.0409	0.0468	0.0086	0.0863	0.062	0	0.0176	0.0115	0.0345
0.4733	0.4746	0.5094	0.4489	0.4732	0.4178	0	0.4683	0.5107
0.146	0.1476	0.1524	0.1757	0.2012	0.1343	0.1777	0	0.2003
0.4431	0.451	0.481	0.4771	0.4831	0.4321	0.516	0.4919	0
