0	0.9997	0.7047	0.7749	0.5504	0.3669	0.5472	0.1903	0.3163
1	0	0.7029	0.8117	0.6321	0.3977	0.5501	0.2055	0.3465
0.7061	0.6971	0	0.4932	0.3745	0.0836	0.876	0.2828	0.6462
0.775	0.8117	0.4924	0	0.8128	0.6193	0.3404	0.43	0.541
0.5622	0.6325	0.3726	0.8125	0	0.4902	0.5534	0.6252	0.7424
0.3672	0.3719	0.0856	0.619	0.4939	0	0.0674	0	0.2104
0.5323	0.5443	0.8755	0.3399	0.5533	0.0674	0	0.4813	0.8256
0.1932	0.2054	0.2829	0.4302	0.6251	0.0915	0.4813	0	0.6552
0.2868	0.3433	0.6443	0.5411	0.7425	0.1892	0.8255	0.6552	0
